,D2002,D2003,D2004,D2005,D2006,D2007,D2008,D2009,D2010,D2011,D2012,D2013,D2014,D2015,D2016,D2017,D2018,D2019,D2020,D2021,D2022,D2023,D2024,D2025,D2026,D2027,D2028,D2029,D2030,D2031,age,voted
259,1,2,1,1,2,9,9,9,7,818,2,2,2,8,999,9,9,9,2,4,2,99,4,9,1101,121,13,999,999,2,83,True
260,1,2,3,2,2,9,9,9,1,996,4,2,4,99,999,9,9,9,3,5,1,99,4,9,1000,121,9,999,999,4,53,True
261,2,4,1,2,2,9,9,9,1,522,4,2,3,1,522,1,2,3,4,4,3,99,1,9,1101,121,2,999,999,4,48,True
262,2,2,1,2,1,9,9,9,1,911,4,2,3,1,996,9,1,4,3,3,0,99,3,9,1101,121,2,999,999,4,46,True
263,1,4,1,2,2,9,9,9,1,31,4,2,3,8,999,9,9,9,5,4,0,99,2,9,1101,121,1,999,999,4,66,True
264,1,2,1,2,2,9,9,9,1,522,1,2,3,8,999,9,9,9,3,3,0,99,9,9,8300,121,2,999,999,4,54,True
267,2,1,2,2,2,9,9,9,7,512,1,2,3,99,999,9,9,9,2,4,1,99,1,9,9998,121,2,999,999,4,62,True
268,1,1,1,2,2,9,9,9,7,818,2,2,2,7,999,9,8,9,2,3,1,99,6,9,1101,121,7,999,999,4,83,True
269,1,4,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,2,4,1,99,4,9,1101,121,1,999,999,4,26,True
270,2,7,1,2,2,9,9,9,1,335,1,1,3,1,996,9,1,4,5,3,1,99,2,9,1101,121,11,999,999,2,39,True
273,2,3,4,2,2,9,9,9,1,522,1,2,3,99,999,9,9,9,9,8,5,99,9,9,8300,121,2,999,999,2,26,True
274,2,5,1,2,2,9,9,9,1,412,1,2,3,1,132,1,2,3,4,3,1,99,5,9,1101,121,7,999,999,4,37,True
276,1,4,1,2,2,9,9,9,1,541,1,2,3,1,523,1,2,3,5,2,0,99,2,9,1101,121,3,999,999,4,28,False
277,2,2,1,1,1,9,9,9,97,999,9,9,9,7,723,2,1,2,2,5,1,99,4,9,1101,121,13,999,999,2,74,True
279,1,5,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,9,4,1,99,3,9,1101,121,4,999,999,4,25,False
280,1,3,4,2,2,9,9,9,1,931,4,2,2,99,999,9,9,9,1,5,2,99,4,9,1000,121,2,999,999,4,24,False
281,1,1,1,2,2,9,9,9,7,818,2,2,2,8,999,9,9,9,9,2,0,99,1,9,1101,121,2,999,999,4,68,True
282,1,3,4,2,2,9,9,9,5,931,4,2,2,99,999,9,9,9,4,7,3,99,1,9,1000,121,1,999,999,4,33,False
283,1,1,3,1,2,9,9,9,1,931,2,2,2,99,999,9,9,9,1,1,99,99,4,9,1000,121,4,999,999,2,61,True
285,2,2,1,2,2,9,9,9,1,263,1,1,3,5,512,1,2,3,3,4,0,99,6,9,1101,121,7,999,999,4,67,True
286,2,5,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,4,4,1,99,2,9,1101,121,7,999,999,4,30,True
287,2,2,1,2,2,9,9,9,8,999,9,9,9,1,931,2,2,2,2,2,0,99,7,9,9997,121,7,999,999,4,58,True
288,2,1,1,2,2,9,9,9,1,522,1,2,3,1,541,1,2,3,3,2,97,99,1,9,1101,121,2,999,999,4,56,True
289,1,5,4,2,1,9,9,9,1,242,1,2,3,99,999,9,9,9,5,5,1,99,9,9,8300,121,3,999,999,4,60,True
290,2,7,7,1,1,9,9,9,5,221,4,1,3,99,999,9,9,9,9,7,2,99,1,9,1101,121,4,999,999,2,63,True
291,2,5,2,2,2,9,9,9,7,997,7,7,7,99,999,9,9,9,4,11,1,99,5,9,1101,121,8,999,999,4,67,True
292,1,3,1,2,2,9,9,9,1,815,2,2,2,8,999,9,9,9,2,5,3,99,1,9,1101,121,1,999,999,4,38,False
293,1,4,4,2,2,9,9,9,1,911,2,2,3,99,999,9,9,9,3,7,0,99,9,9,8300,121,10,999,999,4,24,False
294,1,1,1,2,2,9,9,9,7,721,2,2,2,8,999,9,9,9,9,5,0,99,5,9,1101,121,2,999,999,4,76,True
295,1,4,1,2,2,9,9,9,1,522,1,2,3,8,999,9,9,9,4,4,2,99,1,9,1101,121,2,999,999,4,46,True
296,1,6,1,1,1,9,9,9,1,334,1,1,3,1,514,1,1,3,3,3,1,99,3,9,1101,121,5,999,999,4,60,True
297,1,4,3,2,2,9,9,9,5,811,2,1,2,99,999,9,9,9,1,3,0,99,9,9,8300,121,2,999,999,4,51,True
298,1,2,1,2,2,9,9,9,1,541,1,1,3,8,999,9,9,9,4,2,0,99,1,9,1101,121,2,999,999,2,66,True
299,2,2,4,2,2,9,9,9,7,235,1,1,3,99,999,9,9,9,1,2,0,99,4,9,1101,121,7,999,999,4,77,True
302,2,6,3,2,2,9,9,9,1,235,1,1,3,99,999,9,9,9,3,3,2,99,1,9,1101,121,1,999,999,4,41,True
303,2,2,3,2,2,9,9,9,1,911,2,1,3,99,999,9,9,9,1,1,99,99,3,9,1101,121,2,999,999,2,57,False
305,1,2,1,1,2,9,9,9,1,811,2,2,2,8,999,9,9,9,3,5,3,99,1,9,1101,121,4,999,999,2,31,True
306,1,4,4,2,2,9,9,9,1,741,4,2,3,99,999,9,9,9,9,3,1,99,4,9,1101,121,7,999,999,4,42,True
307,1,2,4,2,2,9,9,9,1,996,9,1,4,99,999,9,9,9,1,4,2,99,2,9,1101,121,2,999,999,4,48,True
308,1,4,1,2,2,9,9,9,1,541,1,1,3,8,999,9,9,9,3,4,2,99,4,9,1101,121,7,999,999,4,37,True
309,2,6,4,2,2,9,9,9,1,235,1,1,3,99,999,9,9,9,4,3,0,99,4,9,1101,121,9,999,999,4,38,True
310,1,5,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,3,97,2,99,6,9,1101,121,2,999,999,4,27,True
311,2,5,4,2,8,9,9,9,6,999,9,9,9,99,999,9,9,9,9,4,0,99,2,9,1101,121,4,999,999,4,24,False
312,1,3,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,9,3,0,99,9,9,8300,121,4,999,999,4,25,False
314,2,2,3,2,2,9,9,9,1,911,4,2,3,99,999,9,9,9,9,6,2,99,6,9,1000,121,2,999,999,4,46,True
315,1,5,4,2,2,9,9,9,1,235,1,2,3,99,999,9,9,9,3,5,0,99,5,9,1000,121,7,999,999,4,37,True
317,1,3,4,2,2,9,9,9,5,999,4,2,9,99,999,9,9,9,4,4,0,99,1,9,1101,121,2,999,999,4,28,True
318,2,4,1,2,2,9,9,9,8,522,1,9,3,1,832,2,2,3,4,2,0,99,3,9,1101,121,1,999,999,4,72,True
319,2,4,1,2,2,9,9,9,1,911,2,2,3,1,931,4,2,2,3,3,0,99,4,9,1101,121,12,999,999,4,58,False
320,1,3,1,2,2,9,9,9,1,931,2,2,2,6,999,9,9,9,1,3,1,99,9,9,8300,121,6,999,999,4,27,False
322,1,1,1,2,2,9,9,9,97,541,1,9,3,10,999,9,9,9,3,6,2,99,6,9,1000,121,14,999,999,4,66,True
323,2,1,1,2,2,9,9,9,8,999,9,9,9,7,996,9,1,4,3,4,1,99,5,9,1000,121,5,999,999,4,69,True
324,2,97,3,2,2,9,9,9,97,999,9,9,9,99,999,9,9,9,1,3,0,99,6,9,9600,121,7,999,999,4,69,True
326,2,2,1,2,2,9,9,9,7,911,4,2,3,7,996,9,2,4,4,2,0,99,6,9,9600,121,2,999,999,4,71,True
329,2,3,1,2,2,9,9,9,8,999,9,9,9,1,931,4,2,2,4,5,3,99,3,9,1000,121,14,999,999,4,36,False
330,2,4,1,2,2,9,9,9,5,522,1,2,3,1,723,2,2,2,9,4,1,99,1,9,1101,121,2,999,999,4,37,False
332,1,1,1,2,2,9,9,9,1,931,4,2,2,8,999,9,9,9,2,6,1,99,2,9,1101,121,2,999,999,4,51,True
334,2,4,4,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,9,10,3,99,1,9,1101,121,6,999,999,4,35,True
335,1,2,2,2,2,9,9,9,7,931,2,2,2,99,999,9,9,9,1,1,0,99,1,9,1101,121,2,999,999,4,75,True
336,2,1,1,2,2,9,9,9,7,911,2,1,3,7,996,9,2,4,3,2,0,99,3,9,9600,121,3,999,999,4,78,True
337,1,3,1,2,2,9,9,9,1,911,2,2,3,8,999,9,9,9,9,5,3,99,2,9,1101,121,2,999,999,4,50,True
338,2,3,4,2,2,9,9,9,1,531,4,2,3,99,999,9,9,9,2,5,1,99,1,9,1101,121,12,999,999,4,28,False
340,1,2,4,2,2,9,9,9,1,931,2,2,2,99,999,9,9,9,2,3,0,99,9,9,8300,121,2,999,999,4,54,True
341,2,4,1,2,2,9,9,9,8,999,9,9,9,1,723,2,2,2,3,4,2,99,6,9,1000,121,2,999,999,4,41,True
342,2,4,1,2,2,9,9,9,1,514,4,2,3,1,514,4,2,3,3,4,1,99,2,9,1101,121,2,999,999,4,52,True
343,2,4,1,2,2,9,9,9,7,334,1,1,3,7,522,1,2,3,9,2,0,99,3,9,1101,121,1,999,999,4,78,True
344,2,4,1,2,1,9,9,9,1,911,4,2,3,1,818,2,2,2,4,3,1,99,3,9,1101,121,2,999,999,4,30,True
345,1,1,4,2,2,9,9,9,7,833,2,2,3,99,999,9,9,9,1,1,99,99,9,9,8300,121,2,999,999,4,74,True
346,2,6,4,2,1,9,9,9,6,999,9,9,9,99,999,9,9,9,4,5,0,99,6,9,1101,121,3,999,999,4,29,True
347,1,2,3,2,2,9,9,9,7,818,2,2,2,99,999,9,9,9,2,4,0,99,9,9,8300,121,2,999,999,4,82,True
348,2,4,3,2,2,9,9,9,1,514,4,2,3,99,999,9,9,9,9,1,99,99,6,9,1101,121,2,999,999,4,67,True
349,1,7,1,1,2,9,9,9,1,235,1,1,3,1,235,1,1,3,5,5,2,99,1,9,1101,121,5,999,999,4,51,True
350,2,4,1,2,2,9,9,9,8,911,2,9,3,1,931,2,2,2,2,4,2,99,1,9,1101,121,2,999,999,2,31,True
351,1,2,4,2,2,9,9,9,1,931,4,2,2,99,999,9,9,9,1,2,0,99,2,9,1101,121,7,999,999,4,54,True
352,2,3,1,2,2,9,9,9,8,999,9,9,9,1,832,2,2,3,3,3,1,99,1,9,1101,121,2,999,999,4,40,True
353,2,2,4,2,2,9,9,9,1,531,4,2,3,99,999,9,9,9,9,3,0,99,6,9,1000,121,1,999,999,4,48,True
354,1,4,4,2,2,9,9,9,1,931,2,2,2,99,999,9,9,9,2,2,0,99,5,9,1101,121,8,999,999,4,41,True
355,2,4,1,2,2,9,9,9,8,999,9,9,9,1,522,1,2,3,4,4,1,99,9,9,8300,121,1,999,999,4,33,True
356,1,2,4,2,2,9,9,9,5,931,4,2,2,99,999,9,9,9,9,5,2,99,9,9,8300,121,2,999,999,4,32,False
357,1,2,4,2,2,9,9,9,1,931,4,2,2,99,999,9,9,9,9,12,5,99,1,9,1101,121,1,999,999,4,24,False
358,1,2,4,2,2,9,9,9,1,931,4,2,2,99,999,9,9,9,1,1,99,99,1,9,1101,121,4,999,999,2,51,True
360,2,4,3,2,2,9,9,9,1,143,4,2,3,99,999,9,9,9,4,5,1,99,9,9,8300,121,1,999,999,4,57,False
361,1,3,4,2,2,9,9,9,1,723,4,2,2,99,999,9,9,9,9,4,0,99,2,9,1101,121,7,999,999,4,26,False
362,2,7,1,1,1,9,9,9,1,235,1,1,3,1,216,4,2,3,5,3,1,99,1,9,1101,121,1,999,999,4,64,True
364,2,5,1,2,2,9,9,9,1,531,4,2,3,1,541,1,1,3,3,3,1,99,9,9,8300,121,2,999,999,2,30,False
366,2,4,4,2,2,9,9,9,1,521,1,2,3,99,999,9,9,9,1,4,2,99,3,9,1101,121,1,999,999,4,51,False
367,1,5,4,2,2,9,9,9,1,522,1,2,3,99,999,9,9,9,4,3,1,99,1,9,1101,121,2,999,999,4,43,True
368,1,4,1,2,2,9,9,9,1,832,4,2,3,8,999,9,9,9,2,3,0,99,9,9,8300,121,2,999,999,4,47,True
370,1,1,4,2,2,9,9,9,7,921,2,2,1,99,999,9,9,9,1,1,99,99,1,9,1101,121,2,999,999,2,79,False
372,2,4,1,2,2,9,9,9,8,522,1,9,3,1,723,2,2,2,3,4,2,99,1,9,1101,121,4,999,999,2,44,True
373,1,2,1,2,2,9,9,9,5,832,2,2,3,8,999,9,9,9,4,5,3,99,2,9,1101,121,8,999,999,4,47,True
374,2,7,4,2,2,9,9,9,1,235,1,2,3,99,999,9,9,9,9,4,2,99,5,9,1101,121,3,999,999,4,66,True
375,2,4,1,2,2,9,9,9,8,999,9,9,9,8,999,9,9,9,5,4,2,99,5,9,1000,121,1,999,999,4,31,True
376,1,4,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,2,6,3,99,5,9,1101,121,7,999,999,4,26,False
377,2,3,4,2,2,9,9,9,5,999,4,2,9,99,999,9,9,9,9,3,0,99,1,9,1101,121,1,999,999,4,30,True
378,2,4,3,2,2,9,9,9,1,412,1,2,3,99,999,9,9,9,4,3,0,99,1,9,1101,121,9,999,999,4,76,False
380,1,4,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,9,3,0,99,3,9,1101,121,1,999,999,4,24,False
381,1,4,3,2,2,9,9,9,10,999,9,9,9,99,999,9,9,9,9,1,99,99,3,9,9600,121,12,999,999,4,61,True
382,2,3,1,2,1,9,9,9,10,999,9,9,9,7,541,1,1,3,5,6,2,99,1,9,1101,121,12,999,999,4,61,False
383,1,3,3,1,2,9,9,9,1,996,9,2,4,99,999,9,9,9,5,3,0,99,9,9,8300,121,10,999,999,4,54,True
386,1,2,1,2,2,9,9,9,1,931,2,2,2,8,999,9,9,9,2,2,0,99,1,9,1101,121,14,999,999,4,56,True
387,2,2,4,1,2,9,9,9,1,911,2,2,3,99,999,9,9,9,2,2,0,99,6,9,1101,121,10,999,999,4,82,True
388,1,2,4,2,2,9,9,9,1,996,9,2,4,99,999,9,9,9,9,5,2,99,1,9,1000,121,2,999,999,4,25,False
390,1,4,3,2,2,9,9,9,1,818,2,2,2,99,999,9,9,9,9,2,0,99,9,9,8300,121,1,999,999,4,54,True
391,2,6,4,2,2,9,9,9,5,235,1,1,3,99,999,9,9,9,1,6,1,99,2,9,1101,121,9,999,999,4,43,True
392,2,3,3,2,2,9,9,9,1,522,1,2,3,99,999,9,9,9,4,5,4,99,3,9,1101,121,2,999,999,4,52,True
394,2,3,1,2,2,9,9,9,1,334,1,1,3,1,931,2,1,2,4,7,1,99,2,9,1101,121,2,999,999,2,51,True
395,2,3,4,1,1,9,9,9,1,531,1,2,3,99,999,9,9,9,5,5,2,99,2,9,1101,121,2,999,999,4,33,True
396,2,4,1,2,2,9,9,9,1,911,2,2,3,1,832,2,2,3,9,1,0,99,5,9,1101,121,1,999,999,4,58,True
397,2,3,4,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,3,7,2,99,2,9,1101,121,2,999,999,4,31,True
398,2,4,1,2,2,9,9,9,1,334,1,2,3,1,931,2,2,2,9,4,1,99,1,9,1101,121,1,999,999,4,41,True
399,1,1,1,2,2,9,9,9,10,999,9,9,9,6,999,9,9,9,1,5,3,99,9,9,8300,121,6,999,999,4,36,False
401,2,2,1,2,2,9,9,9,8,999,9,9,9,1,713,2,2,2,1,4,2,99,1,9,1101,121,2,999,999,2,46,True
402,1,3,1,2,2,9,9,9,6,998,8,9,8,6,999,9,9,9,2,6,1,99,5,9,1101,121,14,999,999,4,24,False
403,2,6,1,1,2,9,9,9,1,996,9,2,4,1,996,9,2,4,3,2,0,99,1,9,1101,121,9,999,999,4,31,True
404,2,2,2,2,2,9,9,9,7,911,2,2,3,99,999,9,9,9,3,1,99,99,3,9,1101,121,2,999,999,4,68,False
405,2,2,1,2,1,9,9,9,1,911,4,2,3,1,312,1,1,3,2,10,2,99,1,9,1101,121,2,999,999,2,48,True
406,1,2,1,2,2,9,9,9,7,931,2,2,2,7,911,4,2,3,2,2,98,99,6,9,1101,121,2,999,999,4,67,True
407,2,3,2,2,2,9,9,9,1,522,4,2,9,99,999,9,9,9,4,4,1,99,4,9,1101,121,9,999,999,4,51,True
408,1,4,3,2,2,9,9,9,5,321,1,2,3,99,999,9,9,9,1,1,99,99,4,9,1101,121,6,999,999,4,68,True
409,1,2,1,2,2,9,9,9,1,931,4,2,2,1,911,4,2,3,9,7,0,99,2,9,1101,121,2,999,999,4,52,True
410,1,3,3,2,2,9,9,9,1,723,4,2,2,99,999,9,9,9,3,3,0,99,1,9,1101,121,2,999,999,2,77,True
411,2,4,4,1,2,9,9,9,1,541,1,2,3,99,999,9,9,9,3,2,0,99,1,9,1101,121,2,999,999,4,49,True
412,2,3,1,2,2,9,9,9,8,999,9,9,9,1,753,2,2,2,9,4,1,99,1,9,1101,121,2,999,999,4,49,True
413,2,2,1,2,2,9,9,9,7,815,2,2,2,7,818,2,2,2,2,2,0,99,1,9,1101,121,2,999,999,4,66,True
414,1,2,4,2,2,9,9,9,1,912,2,1,3,99,999,9,9,9,2,2,0,99,1,9,1101,121,2,999,999,4,33,True
415,2,6,1,2,2,9,9,9,8,999,9,9,9,1,931,2,2,2,9,3,0,99,2,9,1101,121,2,999,999,4,60,True
416,2,3,2,2,2,9,9,9,7,334,4,2,3,99,999,9,9,9,1,1,99,99,6,9,1000,121,2,999,999,4,75,True
417,2,3,1,2,1,9,9,9,1,911,4,2,3,1,996,9,1,4,1,4,2,99,6,9,1000,121,2,999,999,4,34,True
418,1,2,1,1,2,9,9,9,1,996,9,1,4,1,235,1,1,3,4,4,2,99,1,9,1101,121,10,999,999,4,45,True
419,2,2,1,2,1,9,9,9,10,999,9,9,9,1,522,1,2,3,3,5,2,99,6,9,1000,121,3,999,999,4,56,True
420,1,3,1,1,1,9,9,9,1,818,2,2,2,8,999,9,9,9,5,5,3,99,2,9,1101,121,2,999,999,4,31,True
423,2,3,1,2,2,9,9,9,1,911,2,2,3,97,999,9,9,9,1,4,3,99,9,9,8300,121,12,999,999,4,44,True
425,1,2,4,2,2,9,9,9,1,713,4,2,2,99,999,9,9,9,2,4,1,99,6,9,1101,121,7,999,999,4,55,True
426,1,4,1,2,2,9,9,9,1,334,1,2,3,8,999,9,9,9,3,3,1,99,2,9,1101,121,1,999,999,4,44,True
427,1,5,1,2,2,9,9,9,1,832,4,2,3,8,999,9,9,9,3,4,1,99,2,9,1101,121,13,999,999,2,44,True
429,1,2,1,2,2,9,9,9,7,818,2,2,2,8,999,9,9,9,1,2,0,99,1,9,1000,121,8,999,999,4,82,True
430,2,4,1,2,2,9,9,9,1,731,4,2,2,1,265,4,2,3,9,2,0,99,3,9,1101,121,2,999,999,4,31,True
431,1,2,1,2,2,9,9,9,7,999,9,7,9,7,999,9,7,9,1,2,0,99,2,9,1101,121,14,999,999,4,71,True
432,2,3,4,2,2,9,9,9,1,531,4,2,3,99,999,9,9,9,5,11,5,99,1,9,1101,121,2,999,999,4,38,True
433,2,2,1,2,2,9,9,9,7,911,2,2,3,7,313,1,2,3,5,2,0,99,6,9,1000,121,10,999,999,4,82,True
434,1,1,4,2,2,9,9,9,7,996,4,2,4,99,999,9,9,9,3,3,1,99,1,9,9997,121,9,999,999,4,75,False
436,2,5,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,9,4,0,99,3,9,1101,121,6,999,999,4,26,False
437,2,4,1,2,2,9,9,9,1,751,4,2,2,1,833,2,1,3,3,6,4,99,6,9,1000,121,4,999,999,2,54,True
438,2,4,1,2,2,9,9,9,8,999,9,9,9,7,997,7,7,7,4,1,99,99,3,9,1101,121,8,999,999,4,67,False
440,1,4,1,2,2,9,9,9,1,312,4,2,3,1,522,4,2,3,4,4,2,99,4,9,1101,121,2,999,999,4,44,True
441,2,6,4,2,2,9,9,9,1,235,1,1,3,99,999,9,9,9,4,2,0,99,6,9,1101,121,12,999,999,4,40,True
442,1,3,4,2,2,9,9,9,1,933,4,2,9,99,999,9,9,9,9,4,0,99,9,9,8300,121,2,999,999,4,34,True
443,2,5,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,4,3,0,99,1,9,9600,121,6,999,999,4,32,True
444,2,4,4,2,2,9,9,9,6,522,1,9,3,99,999,9,9,9,1,4,2,99,2,9,1101,121,2,999,999,4,25,False
445,2,3,1,2,2,9,9,9,8,522,1,9,3,1,512,1,2,3,2,3,1,99,6,9,1000,121,4,999,999,2,28,True
446,2,3,1,2,2,9,9,9,1,911,4,2,3,1,752,2,2,2,2,4,2,99,3,9,1101,121,2,999,999,4,45,False
447,2,5,4,2,1,9,9,9,8,999,9,9,9,99,999,9,9,9,4,2,97,99,1,9,1101,121,2,999,999,4,26,False
449,2,3,4,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,1,8,4,99,1,9,1101,121,2,999,999,4,30,True
450,2,4,1,2,2,9,9,9,7,334,1,1,3,7,818,2,2,2,9,2,0,99,1,9,1101,121,2,999,999,4,82,True
451,2,5,1,2,2,9,9,9,8,753,2,9,2,1,832,2,2,3,4,8,2,99,4,9,1101,121,14,999,999,4,55,True
452,1,1,1,2,2,9,9,9,7,999,9,7,9,8,999,9,9,9,2,2,0,99,2,9,1101,121,7,999,999,4,66,True
454,2,4,1,2,2,9,9,9,1,334,1,2,3,1,522,1,2,3,9,4,1,99,1,9,1101,121,2,999,999,4,47,True
455,1,3,1,2,2,9,9,9,1,351,4,2,3,1,996,9,2,4,9,5,1,99,1,9,1101,121,2,999,999,4,51,True
457,2,5,1,2,2,9,9,9,1,514,4,2,3,1,522,4,2,3,9,5,3,99,1,9,1101,121,1,999,999,4,40,True
460,2,5,4,2,8,9,9,9,1,513,1,2,3,99,999,9,9,9,4,5,0,99,2,9,1101,121,2,999,999,4,27,True
462,1,4,1,2,2,9,9,9,1,931,4,2,2,8,999,9,9,9,1,5,3,99,1,9,1101,121,4,999,999,2,43,True
463,1,2,4,2,2,9,9,9,1,931,4,2,2,99,999,9,9,9,9,6,0,99,1,9,1101,121,2,999,999,4,29,True
464,2,3,1,2,2,9,9,9,8,999,9,9,9,1,631,9,2,1,1,4,2,99,4,9,1101,121,2,999,999,2,37,True
466,2,3,1,2,2,9,9,9,8,999,9,9,9,1,996,9,1,4,1,5,2,99,6,9,1101,121,8,999,999,4,60,True
467,1,4,4,2,2,9,9,9,5,999,9,7,9,99,999,9,9,9,4,2,0,99,2,9,1101,121,2,999,999,4,24,False
468,1,2,1,2,2,9,9,9,1,832,4,2,3,1,334,1,2,3,9,4,0,99,2,9,1101,121,2,999,999,4,46,True
469,1,1,4,2,2,9,9,9,5,541,1,2,3,99,999,9,9,9,1,5,2,99,9,9,8300,121,13,999,999,2,47,True
470,1,3,1,2,2,9,9,9,10,752,2,9,2,7,911,2,2,3,3,4,2,99,5,9,1000,121,3,999,999,4,34,False
471,1,2,1,2,2,9,9,9,7,713,4,2,2,7,911,2,2,3,1,2,0,99,6,9,1000,121,2,999,999,4,65,True
472,2,5,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,9,3,0,99,4,9,1000,121,10,999,999,4,26,False
473,1,2,1,2,2,9,9,9,1,962,4,2,3,8,999,9,9,9,3,4,1,99,1,9,1101,121,2,999,999,4,50,True
474,2,2,1,2,2,9,9,9,1,522,1,2,3,1,522,1,2,3,3,3,0,99,4,9,1101,121,2,999,999,4,57,True
475,1,1,1,2,2,9,9,9,7,751,2,2,2,8,999,9,9,9,2,4,0,99,3,9,1101,121,2,999,999,4,81,False
476,1,5,1,2,2,9,9,9,7,133,1,2,3,7,999,9,8,9,3,2,0,99,1,9,1101,121,1,999,999,4,72,True
477,2,4,1,2,2,9,9,9,8,999,9,9,9,1,921,2,2,1,1,4,0,99,1,9,1101,121,2,999,999,2,57,True
480,2,2,1,2,2,9,9,9,97,999,9,9,9,7,541,1,1,3,3,6,3,99,3,9,1101,121,13,999,999,2,53,True
481,1,4,1,2,2,9,9,9,1,522,4,2,3,1,522,1,2,3,9,3,1,99,3,9,1101,121,2,999,999,4,33,True
483,2,4,4,2,2,9,9,9,5,818,2,2,2,99,999,9,9,9,3,1,99,99,1,9,1101,121,8,999,999,4,50,False
485,1,1,2,2,2,9,9,9,7,962,2,2,3,99,999,9,9,9,3,1,99,99,1,9,1101,121,10,999,999,4,89,False
487,2,2,1,2,2,9,9,9,1,753,4,2,2,1,931,4,2,2,3,4,0,99,2,9,1101,121,2,999,999,4,62,True
488,2,4,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,9,7,0,99,1,9,1101,121,1,999,999,4,24,False
489,1,4,1,2,2,9,9,9,1,132,1,2,3,8,999,9,9,9,3,3,1,99,5,9,1101,121,5,999,999,4,55,True
490,2,2,1,1,2,9,9,9,1,512,4,2,3,1,996,9,1,4,3,7,0,99,2,9,1101,121,6,999,999,4,54,True
491,2,2,1,2,2,9,9,9,10,999,9,9,9,1,723,2,1,2,2,10,3,99,5,9,1000,121,2,999,999,4,59,True
492,1,3,4,2,1,9,9,9,6,999,9,9,9,99,999,9,9,9,9,6,3,99,1,9,1101,121,12,999,999,4,24,False
494,2,3,1,2,2,9,9,9,8,999,9,9,9,1,818,2,2,2,3,8,6,99,2,9,1101,121,2,999,999,4,46,True
495,1,4,1,2,1,9,9,9,1,931,4,2,2,1,226,1,1,3,4,7,2,99,3,9,1000,121,14,999,999,4,34,True
496,2,4,1,2,2,9,9,9,8,999,9,9,9,1,933,2,2,9,4,4,2,99,3,9,1101,121,2,999,999,2,30,True
497,2,6,1,2,2,9,9,9,1,941,2,2,3,1,522,1,2,3,9,5,2,99,4,9,1101,121,4,999,999,4,50,True
498,1,5,4,2,2,9,9,9,1,142,1,2,3,99,999,9,9,9,9,3,0,99,1,9,1101,121,2,999,999,4,32,True
499,1,2,4,2,2,9,9,9,1,611,9,2,1,99,999,9,9,9,3,3,2,99,1,9,9600,121,2,999,999,2,55,True
501,2,2,1,2,2,9,9,9,1,911,2,2,3,7,421,1,2,3,4,3,1,99,6,9,1000,121,10,999,999,4,58,True
502,2,3,4,2,2,9,9,9,1,911,4,2,3,99,999,9,9,9,3,2,1,99,9,9,8300,121,2,999,999,4,30,True
503,2,6,4,2,2,9,9,9,1,235,1,1,3,99,999,9,9,9,3,98,98,99,2,9,1101,121,8,999,999,4,30,True
504,2,3,2,2,2,9,9,9,7,911,2,2,3,99,999,9,9,9,1,2,0,99,1,9,1101,121,2,999,999,4,79,True
505,1,5,4,2,2,9,9,9,5,818,2,7,2,99,999,9,9,9,1,4,2,99,1,9,1101,121,6,999,999,4,41,False
506,2,4,1,1,1,9,9,9,8,513,1,9,3,1,997,7,7,7,9,4,2,99,1,9,9997,121,12,999,999,4,28,False
507,1,3,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,3,4,1,99,9,9,8300,121,2,999,999,4,24,False
509,2,2,1,2,2,9,9,9,8,999,9,9,9,1,522,4,2,3,3,2,0,99,5,9,1101,121,13,999,999,2,82,True
511,1,5,4,2,2,9,9,9,1,931,4,2,2,99,999,9,9,9,2,4,1,99,1,9,9997,121,14,999,999,4,30,True
512,1,3,1,2,2,9,9,9,1,833,2,2,3,1,235,1,1,3,4,4,1,99,9,9,8300,121,2,999,999,4,37,True
515,2,2,1,2,2,9,9,9,8,999,9,9,9,7,541,1,1,3,3,2,0,99,2,9,1101,121,8,999,999,4,69,True
516,1,2,4,2,2,9,9,9,1,931,2,2,2,99,999,9,9,9,1,5,3,99,2,9,1101,121,12,999,999,4,34,False
517,2,3,4,2,2,9,9,9,1,314,1,2,3,99,999,9,9,9,4,6,4,99,9,9,8300,121,2,999,999,4,55,True
518,2,4,1,1,2,9,9,9,1,932,2,2,2,1,723,2,2,2,5,97,4,99,2,9,1101,121,2,999,999,4,52,True
519,1,3,1,2,2,9,9,9,1,833,2,2,3,1,723,2,2,2,3,3,0,99,1,9,1101,121,2,999,999,4,36,True
